,ACC,Author,Year,Page.number,Parameter,Hard.Soft.Coral,Order,Hard.Soft.Coral.Order,Family,fam.comm,Genus,Species,Method,Method.simple,Lab.field,Time.series,Month.Before,Month.During.After,Year.Before,Year.During.After,Day.Sampled,Month.Sampled,Year.Sampled,Date.Sampled,Date.Sampled.Type,El.Nino,El.Nino.simple,La.Nina,La.Nina.simple,Measured.Before,Measured.During,Measured.After.0.6months,Measured.Duringto6mo,Measured.After.6months.2years,Depth,Latitude,Longitude,Lat.dec,Lat.abs,Long.dec,Ocean,Region,Ocean.Region,Ocean.Region.simple,Location,Source,Graphclick,Units.original,Mean_Cover_Before,SE_Cover_Before,SD_Cover_Before,Mean_Cover_Resp,SE_Cover_Resp,SD_Cover_Resp,Mean_Bleaching_Before,SE_Bleaching_Before,SD_Bleaching_Before,Mean_Bleaching_Resp,SE_Bleaching_Resp,SD_Bleaching_Resp,N_Before,N_During.After,In_Baker_2008,Comments,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
122,291,Guzman and Cortes,2001,43,Cover,Hard,Scleractinia,Hard.Scleractinia,Psammocoridae,family,Psammocora,NA,Visual estimates,Visual,Field,Y,December,February,1996,1999,15,Feb,1999,15-Feb-99,estimated,97/98,1998,,NA,Y,,,,Y,>5-9 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,0.114,0,0,0.124,0,0,NA,,NA,NA,NA,NA,4,4,Table,,0,6.623,269,6.623,269,NA,28.541,0.93217,0.96549,29.467,3
123,291,Guzman and Cortes,2001,44,Cover,Hard,Scleractinia,Hard.Scleractinia,Psammocoridae,family,Psammocora,NA,Visual estimates,Visual,Field,Y,August,August,1985,1987,15,Aug,1987,15-Aug-87,estimated,1987,1988,,NA,Y,Y,,Y,,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,0.32,0.058,0.116,0.794,0.175,0.35,NA,,NA,NA,NA,NA,4,4,Table,,0,0.67863,-230,0.5972,133,NA,28.541,0.93217,0.96549,29.467,3
124,291,Guzman and Cortes,2001,45,Cover,Hard,Scleractinia,Hard.Scleractinia,Psammocoridae,family,Psammocora,NA,Visual estimates,Visual,Field,Y,August,February,1985,1989,15,Feb,1989,15-Feb-89,estimated,1987,1988,,NA,Y,,,,Y,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,0.32,0.058,0.116,1.177,0.35,0.7,NA,,NA,NA,NA,NA,4,4,Table,,0,0.67863,320,0.67863,320,NA,28.541,0.93217,0.96549,29.467,3
125,291,Guzman and Cortes,2001,46,Cover,Hard,Scleractinia,Hard.Scleractinia,Psammocoridae,family,Psammocora,NA,Visual estimates,Visual,Field,Y,February,June,1989,1992,15,Jun,1992,15-Jun-92,estimated,91/92,1992,,NA,Y,Y,,Y,,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,1.177,0.35,0.7,1.058,0.544,1.088,NA,,NA,NA,NA,NA,4,4,Table,,1.3312,1.9869,380,1.9869,380,NA,28.541,0.93217,0.96549,29.467,3
126,291,Guzman and Cortes,2001,47,Cover,Hard,Scleractinia,Hard.Scleractinia,Psammocoridae,family,Psammocora,NA,Visual estimates,Visual,Field,Y,December,May,1996,1998,15,May,1998,15-May-98,estimated,97/98,1998,,NA,Y,Y,,Y,,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,2.306,0.47,0.94,1.123,0.308,0.616,NA,,NA,NA,NA,NA,4,4,Table,,5.7154,6.623,-7,5.7154,11,NA,28.541,0.93217,0.96549,29.467,3
127,291,Guzman and Cortes,2001,48,Cover,Hard,Scleractinia,Hard.Scleractinia,Psammocoridae,family,Psammocora,NA,Visual estimates,Visual,Field,Y,December,February,1996,1999,15,Feb,1999,15-Feb-99,estimated,97/98,1998,,NA,Y,,,,Y,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,2.306,0.47,0.94,0.365,0.078,0.156,NA,,NA,NA,NA,NA,4,4,Table,,0,6.623,269,6.623,269,NA,28.541,0.93217,0.96549,29.467,3
128,315,McClanahan,2000,1,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,In line transects,Visual,Field,N,NA,April,1992,1999,15,Apr,1999,15-Apr-99,estimated,97/98,1998,,NA,Y,,,,Y,1-30 m,4N,73E,4,4,73.45,Indian,Western,Indian.Western,Indian.Western,"Central Maldives-Felidu, Mulaku, South Male",Table 5,N,% cover,27.5,17.5,24.75,8.3,0.7,3.05,NA,,NA,NA,NA,NA,2,19,Text,Lat/long estimated from Google Earth,0,7.3954,315,7.3954,315,NA,28.722,0.5554,0.74525,29.557,4
129,385,Brown and Suharsono,1990,1,Cover,NA,NA,NA.NA,community,comm,NA,NA,Line transects,Visual,Field,Y,NA,NA,1981,1983,15,Apr,1983,15-Apr-83,very poorly estimated,82/83,1983,,NA,Y,,Y,Y,,NA,5.86S,106.62E,-5.86,5.86,106.62,Indian,Western,Indian.Western,Indian.Western,Java Sea-South Pari,Figure 4,Y,% cover,22.114,0.809,4.429,3.434,0.195,1.068,NA,,NA,NA,NA,NA,30,30,Text,,1.9069,1.9069,6,1.9069,6,NA,29.048,0.63314,0.7957,29.671,5
130,385,Brown and Suharsono,1990,2,Cover,NA,NA,NA.NA,community,comm,NA,NA,Line transects,Visual,Field,Y,NA,NA,1981,1984,15,Apr,1984,15-Apr-84,very poorly estimated,82/83,1983,,NA,Y,,,,Y,NA,5.86S,106.62E,-5.86,5.86,106.62,Indian,Western,Indian.Western,Indian.Western,Java Sea-South Pari,Figure 4,Y,% cover,22.114,0.809,4.429,5.383,0.107,0.587,NA,,NA,NA,NA,NA,30,30,Text,,0,1.9069,372,1.9069,372,NA,29.048,0.63314,0.7957,29.671,5
131,385,Brown and Suharsono,1990,3,Cover,NA,NA,NA.NA,community,comm,NA,NA,Line transects,Visual,Field,Y,NA,NA,1981,1983,15,Apr,1983,15-Apr-83,very poorly estimated,82/83,1983,,NA,Y,,Y,Y,,NA,5.86S,106.58E,-5.86,5.86,106.58,Indian,Western,Indian.Western,Indian.Western,Java Sea-South Tikus,Figure 4,Y,% cover,26.052,0.311,1.705,2.053,0.14,0.765,NA,,NA,NA,NA,NA,30,30,Text,,1.6994,1.6994,6,1.6994,6,NA,29.044,0.60343,0.77681,29.649,5
132,385,Brown and Suharsono,1990,4,Cover,NA,NA,NA.NA,community,comm,NA,NA,Line transects,Visual,Field,Y,NA,NA,1981,1984,15,Apr,1984,15-Apr-84,very poorly estimated,82/83,1983,,NA,Y,,,,Y,NA,5.86S,106.58E,-5.86,5.86,106.58,Indian,Western,Indian.Western,Indian.Western,Java Sea-South Tikus,Figure 4,Y,% cover,26.052,0.311,1.705,6.228,0.176,0.962,NA,,NA,NA,NA,NA,30,30,Text,,0,1.6994,372,1.6994,372,NA,29.044,0.60343,0.77681,29.649,5
133,403,Wellington and Victor,1985,1,Cover,NA,NA,NA.NA,community,comm,NA,NA,Line transects,Visual,Field,N,November,November,1979,1984,15,Nov,1984,15-Nov-84,estimated,82/83,1983,,NA,Y,,,,Y,NA,8.62N,79.04W,8.62,8.62,-79.04,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Gulf of Panama,Text,N,% cover,79.8,13.4,37.9,3.9,1.9,6.3,NA,,NA,NA,NA,NA,8,11,No,,0,6.3339,482,6.3339,482,NA,27.486,2.0542,1.4333,28.693,6
134,10,Glynn et al.,2014,6,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,"4x5 m quadrat, 1 m quadrats, 10 m chain transects",Visual,Field,Y,July,October,1995,1997,15,Oct,1997,15-Oct-97,estimated,97/98,1998,,NA,Y,Y,,Y,,NA,7.81N,81.76W,7.81,7.81,-81.76,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Panama- Gulf of Chiriqui,Figure 3B,Y,% cover,14.152,3.678,17.251,14.067,2.429,11.393,NA,,NA,NA,NA,NA,22,22,No,,4.1385,9.9963,-215,4.3031,37,NA,28.481,0.72927,0.85397,29.158,4
135,10,Glynn et al.,2014,7,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,"4x5 m quadrat, 1 m quadrats, 10 m chain transects",Visual,Field,Y,July,March,1995,1998,15,Mar,1998,15-Mar-98,estimated,97/98,1998,,NA,Y,,,,Y,NA,7.81N,81.76W,7.81,7.81,-81.76,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Panama- Gulf of Chiriqui,Figure 3B,Y,% cover,14.152,3.678,17.251,13.635,3.541,16.609,NA,,NA,NA,NA,NA,22,22,No,,3.2655,9.9963,-64,4.5606,148,NA,28.481,0.72927,0.85397,29.158,4
136,422,McClanahan et al.,2002,1,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Line-intercept transects,Visual,Field,N,NA,NA,1996,1997,15,Apr,1997,15-Apr-97,very poorly estimated,97/98,1998,,NA,Y,Y,,Y,,NA,1-5S,~40E,-4.004619,4.004619,39.745823,Indian,Western,Indian.Western,Indian.Western,Kenya- Marine Parks,Table 1,N,% cover,44.9,0.9,3.118,42,2.2,7.621,NA,,NA,NA,NA,NA,12,12,No,Lat/long estimated from Google Earth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,422,McClanahan et al.,2002,2,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Line-intercept transects,Visual,Field,N,NA,NA,1996,1999,15,Apr,1999,15-Apr-99,very poorly estimated,97/98,1998,,NA,Y,,,,Y,NA,1-5S,~40E,-4.004619,4.004619,39.745823,Indian,Western,Indian.Western,Indian.Western,Kenya- Marine Parks,Table 1,N,% cover,44.9,0.9,3.118,11.1,2.1,7.275,NA,,NA,NA,NA,NA,12,12,No,Lat/long estimated from Google Earth,0.1707,8.7452,360,8.7452,360,NA,27.11,1.8016,1.3422,28.765,4
138,422,McClanahan et al.,2002,3,Cover,Soft,NA,Soft.NA,community,comm,NA,NA,Line-intercept transects,Visual,Field,N,NA,NA,1996,1997,15,Apr,1997,15-Apr-97,very poorly estimated,97/98,1998,,NA,Y,Y,,Y,,NA,1-5S,~40E,-4.004619,4.004619,39.745823,Indian,Western,Indian.Western,Indian.Western,Kenya- Marine Parks,Table 1,N,% cover,3.1,1.2,4.157,3,1.3,4.503,NA,,NA,NA,NA,NA,12,12,No,Lat/long estimated from Google Earth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,422,McClanahan et al.,2002,4,Cover,Soft,NA,Soft.NA,community,comm,NA,NA,Line-intercept transects,Visual,Field,N,NA,NA,1996,1999,15,Apr,1999,15-Apr-99,very poorly estimated,97/98,1998,,NA,Y,,,,Y,NA,1-5S,~40E,-4.004619,4.004619,39.745823,Indian,Western,Indian.Western,Indian.Western,Kenya- Marine Parks,Table 1,N,% cover,3.1,1.2,4.157,1.3,0.5,1.732,NA,,NA,NA,NA,NA,12,12,No,Lat/long estimated from Google Earth,0.1707,8.7452,360,8.7452,360,NA,27.11,1.8016,1.3422,28.765,4
140,422,McClanahan et al.,2002,5,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Line-intercept transects,Visual,Field,N,NA,NA,1996,1997,15,Apr,1997,15-Apr-97,very poorly estimated,97/98,1998,,NA,Y,Y,,Y,,NA,1-5S,~40E,-4.294281,4.294281,39.595259,Indian,Western,Indian.Western,Indian.Western,Kenya- Fished areas,Table 1,N,% cover,21.4,2,6.928,20.6,0.7,2.425,NA,,NA,NA,NA,NA,12,12,No,Lat/long estimated from Google Earth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,422,McClanahan et al.,2002,6,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Line-intercept transects,Visual,Field,N,NA,NA,1996,1999,15,Apr,1999,15-Apr-99,very poorly estimated,97/98,1998,,NA,Y,,,,Y,NA,1-5S,~40E,-4.294281,4.294281,39.595259,Indian,Western,Indian.Western,Indian.Western,Kenya- Fished areas,Table 1,N,% cover,21.4,2,6.928,11.4,2.2,7.621,NA,,NA,NA,NA,NA,12,12,No,Lat/long estimated from Google Earth,0.16923,8.1651,361,8.1651,361,NA,27.144,1.8315,1.3533,28.785,3
142,422,McClanahan et al.,2002,7,Cover,Soft,NA,Soft.NA,community,comm,NA,NA,Line-intercept transects,Visual,Field,N,NA,NA,1996,1997,15,Apr,1997,15-Apr-97,very poorly estimated,97/98,1998,,NA,Y,Y,,Y,,NA,1-5S,~40E,-4.294281,4.294281,39.595259,Indian,Western,Indian.Western,Indian.Western,Kenya- Fished areas,Table 1,N,% cover,2.1,0.4,1.386,3.1,0.6,2.078,NA,,NA,NA,NA,NA,12,12,No,Lat/long estimated from Google Earth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,422,McClanahan et al.,2002,8,Cover,Soft,NA,Soft.NA,community,comm,NA,NA,Line-intercept transects,Visual,Field,N,NA,NA,1996,1999,15,Apr,1999,15-Apr-99,very poorly estimated,97/98,1998,,NA,Y,,,,Y,NA,1-5S,~40E,-4.294281,4.294281,39.595259,Indian,Western,Indian.Western,Indian.Western,Kenya- Fished areas,Table 1,N,% cover,2.1,0.4,1.386,0.4,0.2,0.693,NA,,NA,NA,NA,NA,12,12,No,Lat/long estimated from Google Earth,0.16923,8.1651,361,8.1651,361,NA,27.144,1.8315,1.3533,28.785,3
144,475,Aronson et al.,2000,1,Cover,Hard,Scleractinia/Milleporina,Hard.NA,community,comm,NA,NA,Line-transect,Visual,Field,Y,December,August,1996,1997,15,Aug,1997,15-Aug-97,estimated,97/98,1998,,NA,Y,Y,,Y,,3-15 m,16.67N,88.17W,16.67,16.67,-88.18,Atlantic,Carribean Sea,Atlantic.Carribean Sea,Atlantic.Western,Channel Cay,Figure 1a,Y,% cover,8.873,2.681,4.644,8.212,2.771,4.8,NA,,NA,NA,NA,NA,3,3,No,,0,1.436,-412,0,75,NA,27.92,1.1805,1.0865,29.271,9
145,475,Aronson et al.,2000,2,Cover,Hard,Scleractinia/Milleporina,Hard.NA,community,comm,NA,NA,Line-transect,Visual,Field,Y,December,October,1996,1998,15,Oct,1998,15-Oct-98,estimated,97/98,1998,,NA,Y,,,,Y,3-15 m,16.67N,88.17W,16.67,16.67,-88.18,Atlantic,Carribean Sea,Atlantic.Carribean Sea,Atlantic.Western,Channel Cay,Figure 1a,Y,% cover,8.873,2.681,4.644,11.521,2.45,4.244,NA,,NA,NA,NA,NA,3,3,No,,1.436,1.436,14,1.436,14,NA,27.92,1.1805,1.0865,29.271,9
146,475,Aronson et al.,2000,3,Cover,Hard,Scleractinia,Hard.Scleractinia,Agariciidae,family,Agaricia,tenuifolia,Line-transect,Visual,Field,Y,December,August,1996,1997,15,Aug,1997,15-Aug-97,estimated,97/98,1998,,NA,Y,Y,,Y,,3-15 m,16.67N,88.17W,16.67,16.67,-88.18,Atlantic,Carribean Sea,Atlantic.Carribean Sea,Atlantic.Western,Channel Cay,Figure 1a,Y,% cover,25.692,4.229,7.323,23.429,8.591,14.88,NA,,NA,NA,NA,NA,3,3,No,,0,1.436,-412,0,75,NA,27.92,1.1805,1.0865,29.271,9
147,475,Aronson et al.,2000,4,Cover,Hard,Scleractinia,Hard.Scleractinia,Agariciidae,family,Agaricia,tenuifolia,Line-transect,Visual,Field,Y,December,October,1996,1998,15,Oct,1998,15-Oct-98,estimated,97/98,1998,,NA,Y,,,,Y,3-15 m,16.67N,88.17W,16.67,16.67,-88.18,Atlantic,Carribean Sea,Atlantic.Carribean Sea,Atlantic.Western,Channel Cay,Figure 1a,Y,% cover,25.692,4.229,7.323,22.216,8.374,14.504,NA,,NA,NA,NA,NA,3,3,No,,1.436,1.436,14,1.436,14,NA,27.92,1.1805,1.0865,29.271,9
148,475,Aronson et al.,2000,5,Cover,Hard,Scleractinia,Hard.Scleractinia,Agariciidae,family,Agaricia,NA,Line-transect,Visual,Field,Y,December,August,1996,1997,15,Aug,1997,15-Aug-97,estimated,97/98,1998,,NA,Y,Y,,Y,,3-15 m,16.67N,88.17W,16.67,16.67,-88.18,Atlantic,Carribean Sea,Atlantic.Carribean Sea,Atlantic.Western,Channel Cay,Figure 1a,Y,% cover,7.96,1.83,3.17,12.899,3.218,5.574,NA,,NA,NA,NA,NA,3,3,No,,0,1.436,-412,0,75,NA,27.92,1.1805,1.0865,29.271,9
149,475,Aronson et al.,2000,6,Cover,Hard,Scleractinia,Hard.Scleractinia,Agariciidae,family,Agaricia,NA,Line-transect,Visual,Field,Y,December,October,1996,1998,15,Oct,1998,15-Oct-98,estimated,97/98,1998,,NA,Y,,,,Y,3-15 m,16.67N,88.17W,16.67,16.67,-88.18,Atlantic,Carribean Sea,Atlantic.Carribean Sea,Atlantic.Western,Channel Cay,Figure 1a,Y,% cover,7.96,1.83,3.17,5.867,0,0,NA,,NA,NA,NA,NA,3,3,No,,1.436,1.436,14,1.436,14,NA,27.92,1.1805,1.0865,29.271,9
150,475,Aronson et al.,2000,8,Cover,Hard,Scleractinia,Hard.Scleractinia,Agariciidae,family,Agaricia,tenuifolia,Line-transect,Visual,Field,Y,December,October,1996,1998,15,Oct,1998,15-Oct-98,estimated,97/98,1998,,NA,Y,,,,Y,3-8 m,16.67N,88.17W,16.67,16.67,-88.18,Atlantic,Carribean Sea,Atlantic.Carribean Sea,Atlantic.Western,Cat Cay,Figure 1b,Y,% cover,85.791,8.77,19.61,44.858,2.93,6.552,NA,,NA,NA,NA,NA,5,5,No,,1.436,1.436,14,1.436,14,NA,27.92,1.1805,1.0865,29.271,9
151,544,Loya et al.,2001,1,Cover,NA,NA,NA,NA,comm,NA,NA,Quadrat estimates,Visual,Field,N,Summer,Summer,1997,1999,15,Jul,1999,15-Jul-99,poorly estimated,97/98,1998,,NA,Y,,,,Y,2,26.63N,127.87E,26.63,26.63,127.87,Pacific,East China Sea,Pacific.East China Sea,Pacific.Western,Japan,Figure 2,Y,% cover,70.52,NA,19.29,10.69,NA,10.31,NA,,NA,NA,NA,NA,25,25,Text,,0,9.4065,309,9.4065,309,NA,24.783,8.063,2.8395,28.642,8
152,550,Cesar et al.,2001,1,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Line-transect,Visual,Field,N,June,June,1997,1998,15,Jun,1998,15-Jun-98,estimated,97/98,1998,,NA,Y,,Y,Y,,NA,11-11.17N,119.25-119.5E,11.09,11.09,119.375,Pacific,Western,Pacific.Western,Pacific.Western,"Palawan, Philippines",Figure 2,N,% cover,58.134,1.071063443,3.387,46.634,3.94367647,12.471,NA,,NA,NA,NA,NA,10,10,No,Lat/long interpolated,1.7161,3.0905,-35,1.7161,6,NA,28.562,1.0701,1.0345,29.704,5
153,550,Cesar et al.,2001,2,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Line-transect,Visual,Field,N,June,August,1997,1998,15,Aug,1998,15-Aug-98,estimated,97/98,1998,,NA,Y,,,,Y,NA,11-11.17N,119.25-119.5E,11.09,11.09,119.375,Pacific,Western,Pacific.Western,Pacific.Western,"Palawan, Philippines",Figure 2,N,% cover,58.134,1.071063443,3.387,19.746,0.685265569,2.167,NA,,NA,NA,NA,NA,10,10,No,Lat/long interpolated,2.0251,3.0905,26,3.0905,26,NA,28.562,1.0701,1.0345,29.704,5
154,550,Cesar et al.,2001,3,Cover,Soft,NA,Soft.NA,community,comm,NA,NA,Line-transect,Visual,Field,N,June,June,1997,1998,15,Jun,1998,15-Jun-98,estimated,97/98,1998,,NA,Y,,Y,Y,,NA,11-11.17N,119.25-119.5E,11.09,11.09,119.375,Pacific,Western,Pacific.Western,Pacific.Western,"Palawan, Philippines",Figure 2,N,% cover,12.89,0.733964645,2.321,14.094,3.865251984,12.223,NA,,NA,NA,NA,NA,10,10,No,Lat/long interpolated,1.7161,3.0905,-35,1.7161,6,NA,28.562,1.0701,1.0345,29.704,5
155,550,Cesar et al.,2001,4,Cover,Soft,NA,Soft.NA,community,comm,NA,NA,Line-transect,Visual,Field,N,June,August,1997,1998,15,Aug,1998,15-Aug-98,estimated,97/98,1998,,NA,Y,,,,Y,NA,11-11.17N,119.25-119.5E,11.09,11.09,119.375,Pacific,Western,Pacific.Western,Pacific.Western,"Palawan, Philippines",Figure 2,N,% cover,12.89,0.733964645,2.321,7.983,0.893975895,2.827,NA,,NA,NA,NA,NA,10,10,No,Lat/long interpolated,2.0251,3.0905,26,3.0905,26,NA,28.562,1.0701,1.0345,29.704,5
156,575,Glynn et al.,1988,238,Cover,Hard,Scleractinia,Hard.Scleractinia,community,comm,NA,NA,"Chain transect counts, point counts in 0.25m2 quad, planar surface areas sketched from 1x1m quad",Visual,Field,N,NA,January/February,NA,1984,1,Feb,1984,01-Feb-84,estimated,82/83,1983,,NA,Y,,,,Y,0.5-12m,8_43'N,83_52'W,8.7167,8.7167,-83.867,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,"Cano Island, Costa Rica",Table 1,N,% cover,41.54,5.954649024,26.63,15.22,3.273603519,14.64,NA,,NA,NA,NA,NA,20,20,No,SE calculated,0,6.3408,288,6.3408,288,NA,28.541,0.93217,0.96549,29.467,3
157,575,Glynn et al.,1988,238,Cover,Hard,Scleractinia,Hard.Scleractinia,community,comm,NA,NA,"Chain transect counts, point counts in 0.25m2 quad, planar surface areas sketched from 1x1m quad",Visual,Field,N,NA,March; July,NA,"1983, 1984",20,Jul,1984,20-Jul-84,estimated,82/83,1983,,NA,Y,,,,Y,0.5-10m,7_49' N; 7_57;N,81_01' W; 82_01' W,7.8167,7.8167,-81.0167,Pacific,Gulf of Chiriquri,Pacific.Gulf of Chiriquri,Pacific.Eastern,"Uva Island and Secas Islands, Gulf of Chiriquri, Panama",Table 1,N,% cover,17.31,3.591125172,16.06,4.1,1.762021566,7.88,NA,,NA,NA,NA,NA,21,21,No,SE calculated; Took the DHW for each Lat/Long and averaged ,0.72432,14.808,358,14.808,358,NA,27.822,0.67892,0.82397,28.137,5
158,575,Glynn et al.,1988,238,Cover,Hard,Scleractinia,Hard.Scleractinia,community,comm,NA,NA,"Chain transect counts, point counts in 0.25m2 quad, planar surface areas sketched from 1x1m quad",Visual,Field,N,NA,After,NA,1983-1985,17,Jan,1985,17-Jan-85,Exact,82/83,1983,,NA,Y,,,,Y,1-6m,8_48' N; 8_47' N; 8_38' N; 8_37' N,79_34' W; 79_32' W; 79_04' W; 79_03' W,8.8,8.8,-79.567,Pacific,Gulf of Panama,Pacific.Gulf of Panama,Pacific.Eastern,"Taboga Island, gulf of Panama, Panama",Table 1,N,% cover,53.94,7.195666752,32.18,5.89,2.960554002,13.24,NA,,NA,NA,NA,NA,20,20,No,SE calculated; Took the DHW for each Lat/Long and averaged ,0,4.494,547,4.494,547,NA,27.473,2.1973,1.4823,28.708,6
159,575,Glynn et al.,1988,238,Cover,Hard,Scleractinia,Hard.Scleractinia,community,comm,NA,NA,"Chain transect counts, point counts in 0.25m2 quad, planar surface areas sketched from 1x1m quad",Visual,Field,N,NA,March-July,NA,1985,7,May,1985,07-May-85,Exact,82/83,1983,,NA,Y,,,,Y,0.5-4m,0_45' S; 1_13' S; 1_14' S; 0_16' S,90_18' W'; 90_25' W; 90_23' W; 91_27' W,0.75,0.75,-90.3,Pacific,Galapagos Islands,Pacific.Galapagos Islands,Pacific.Eastern,"Santa Cruz Island, Galapagos Island, Ecuador",Table 1,N,% cover,48.98,5.576753536,24.94,1.46,0.706597481,3.16,NA,,NA,NA,NA,NA,14,14,No,SE calculated; Took the DHW for each Lat/Long and averaged ,0,25.739,760,25.739,760,22.9,24.822,3.4408,1.8549,26.913,3
160,443,Reyes-Bonilla,1993,834,Cover,Hard,Scleractinia,Hard.Scleractinia,Pocilliporidae,family,Pocillopora,NA,Belt transect,Visual,Field,N,Sept,November,1987,1987,13,Nov,1987,13-Nov-87,Exact,87/88,1988,,NA,Y,,Y,Y,,10-40m,23 20'N,109 25'W,23.334,23.334,-109.4167,Pacific,Gulf of California,Pacific.Gulf of California,Pacific.Eastern,Cabo Pulmo,Table 1,N,% cover,67.47,7.41,14.82,47.35,7.51,15.02,NA,,NA,NA,NA,NA,4,4,No,before data was actually taken during the el nino but since there was no mortality yet it was used a before data,3.7003,3.7003,62,3.7003,62,NA,25.14,9.6687,3.1095,29.12,9
161,560,Smith et al.,2006,653,Cover,Hard,Scleractinia,Hard.Scleractinia,Acroporidae,family,Isopora,NA,Point Intercept Method,Visual,Field,N,October,October,1996,1998,15,Oct,1998,15-Oct-98,estimated,97/98,1998,,NA,Y,,,,Y,9m," 14 3'50.77""S","121 55'27.53""E",-14.064,14.064,121.9243,Indian,Eastern,Indian.Eastern,Indian.Eastern,"L1, Scott Reef, Australia",Figure 2,Y,% cover,1.567,0.392,0.876538647,0.276,0,0,NA,,NA,NA,NA,NA,5,5,Table,according to the paper the El Nino was Feb-April 1998 in this location so the October sampling was 6months after the El Nino ended,0.17285,7.3012,165,7.3012,165,NA,28.49,1.9421,1.3936,29.64,12
162,560,Smith et al.,2006,653,Cover,Hard,Scleractinia,Hard.Scleractinia,Acroporidae,family,Isopora,NA,Point Intercept Method,Visual,Field,N,October,October,1996,1998,15,Oct,1998,15-Oct-98,estimated,97/98,1998,,NA,Y,,,,Y,9m," 14 10'7.18""S","121 50'8.61""E",-14.16867,14.16867,121.8357,Indian,Eastern,Indian.Eastern,Indian.Eastern,"L2, Scott Reef, Australia",Figure 2,Y,% cover,14.096,0.585,1.308099767,0.276,0,0,NA,,NA,NA,NA,NA,5,5,Table,according to the paper the El Nino was Feb-April 1998 in this location so the October sampling was 6months after the El Nino ended,0.15365,7.5234,178,7.5234,178,NA,28.463,1.9615,1.4005,29.614,4
163,560,Smith et al.,2006,653,Cover,Hard,Scleractinia,Hard.Scleractinia,Acroporidae,family,Isopora,NA,Point Intercept Method,Visual,Field,N,October,October,1996,1998,15,Oct,1998,15-Oct-98,estimated,97/98,1998,,NA,Y,,,,Y,9m," 14  5'11.58""S","121 59'23.74""E",-14.08656,14.08656,121.98993,Indian,Eastern,Indian.Eastern,Indian.Eastern,"L3, Scott Reef, Australia",Figure 2,Y,% cover,27.23,4.094,9.1544623,0.276,0,0,NA,,NA,NA,NA,NA,5,5,Table,according to the paper the El Nino was Feb-April 1998 in this location so the October sampling was 6months after the El Nino ended,0.17285,7.3012,165,7.3012,165,NA,28.49,1.9421,1.3936,29.64,12
164,696,McField,2000,65,Cover,Hard,Scleractinia,Hard.Scleractinia,community,comm,NA,NA,Video point count,Video,Field,N,Summer,Summer,1997,1999,15,Jul,1999,15-Jul-99,poorly estimated,97/98,1998,,NA,Y,,,,Y,12-19m," 18  8'40.55""N"," 87 49'11.89""W",18.1446,18.1446,-87.81997,Atlantic,Carribean Sea,Atlantic.Carribean Sea,Atlantic.Western,"Bacalar Chico (N1), Belize",Figure 2,Y,% cover,35,,7.551,15,,3.823,NA,,NA,NA,NA,NA,10,10,No,Using the 1997 data as before since the El Nino had just started and nothing would have died yet,0,2.4545,287,2.4545,287,NA,27.926,1.5735,1.2544,29.445,9
